volumeNumber,aidType,geopoliticalHeading,regionHeading,subregionHeading,localHeading,precedingNote,featureNumber,name,position,charNo,characteristic,heightFeetMeters,range,structure,remarks,postNote,noticeNumber,
PUB 114,Lighted Aids,ENGLAND-EAST COAST,HARWICH HARBOR:, -Felixstowe:,,,"1484
A2204"," --Navyard wharf, SE. corner.","51°56'54.49""N 
1°17'29.5""E",1,"2 F.R. (vert.)
","36
11",,,"2 F.R. (vert.) mark Groyne head 65 meters SSE.
",,201515,
PUB 114,Lighted Aids,ENGLAND-EAST COAST,HARWICH HARBOR:, -Felixstowe:,,,"1488
A2204.15", ---NE. corner.,"51°56'56.8""N 
1°17'30.72""E",1,"2 F.R. (vert.)
",,,,,,201513,
PUB 114,Lighted Aids,ENGLAND-EAST COAST,HARWICH HARBOR:, -Felixstowe:,,,"1492
A2204.20", ---N. corner.,"51°56'58.51""N 
1°17'25.3""E",1,"2 F.R. (vert.)
","36
11",,,"2 meters apart.
",,201515,
PUB 114,Lighted Aids,ENGLAND-EAST COAST,HARWICH HARBOR:, -Felixstowe:,,,"1500
A2204.62"," ---N. side pontoon, W. head.","51°56'57.5""N 
1°17'16.56""E",1,"2 F.R. (vert.)
","16
5",,,,,201513,
PUB 114,Lighted Aids,ENGLAND-EAST COAST,HARWICH HARBOR:, -Felixstowe:,,,"1504
A2206", --Town pier.,"51°56'55.4""N 
1°17'11.5""E",1,"2 F.R. (vert.)
","20
6",,"Tripod. 
",,,201513,
PUB 114,Lighted Aids,ENGLAND-EAST COAST,HARWICH HARBOR:, -Felixstowe:,,,"1508
A2208", --Trinity House pier.,"51°56'53.8""N 
1°17'02.2""E",1,"2 F.R. (vert.)
","20
6",1,"Column; 23.
","2 meters apart.
",,201515,
PUB 114,Lighted Aids,ENGLAND-EAST COAST,HARWICH HARBOR:, -Felixstowe:,,,"1512.5
A2213.30"," --Shotley Marina Entrance, E. side.","51°57'15.67""N 
1°16'44.27""E",1,"Fl.(4)G. 
period 15s 
",,,"STARBOARD (A) G, pile, topmark, 10.
",,,201513,
PUB 114,Lighted Aids,ENGLAND-EAST COAST,HARWICH HARBOR:, -Felixstowe:,,,"1512.6
A2213.35", ---W. side.,"51°57'15.75""N 
1°16'42.61""E",1,"V.Q.(3)W.
period 5s 
",,,"E. CARDINAL BYB, pile, topmark, 10.
",,,201622,
PUB 114,Lighted Aids,ENGLAND-EAST COAST,HARWICH HARBOR:,,,,"1513
A2213.50"," --Shotley Marina Lock, E. side.","51°57'27.84""N 
1°16'36.47""E",1,"F.Y.
","10
3",1,"Orange structure; 3.
","Directional 339°30`.  Uses moire effect pattern to indicate dredged channel.
",,201622,
PUB 114,Lighted Aids,ENGLAND-EAST COAST,HARWICH HARBOR:, -Felixstowe:,,,"1516
A2222", --Ganges pier.,"51°57'12.64""N 
1°16'13.85""E",1,"2 F.G. (vert.)
","13
4",1,"Green wooden post; 7.
",,,201513,
PUB 114,Lighted Aids,ENGLAND-EAST COAST,HARWICH HARBOR:, -Felixstowe:,,,"1520
A2222.50", --Erwarton Ness.,"51°57'06.84""N 
1°13'14.53""E",1,"Q.(6)+L.Fl.W. 
period 15s 
",,4,"S. CARDINAL YB, beacon, topmark.
",,,201513,
PUB 114,Lighted Aids,ENGLAND-EAST COAST,HARWICH HARBOR:,,,,"1524
A2222.60", --No 2.,"51°57'01.79""N 
1°10'12.89""E",1,"Q.W.
",,,"N. CARDINAL BY, beacon, topmark.
",,,201622,
PUB 114,Lighted Aids,ENGLAND-EAST COAST,HARWICH HARBOR:,,,,"1532
A2223"," --Smith Shoal, No 6.","51°56'58.81""N 
1°07'52.33""E",1,"Fl.(2)R.
period 5s 
",,2,"Black beacon, red square daymark.
",,,201622,
PUB 114,Lighted Aids,ENGLAND-EAST COAST,HARWICH HARBOR:,,,,"1536
A2214"," --Parkeston, quay, E.","51°56'51.73""N 
1°15'40.94""E",1,"2 F.R. (vert.)
","7
2",2,"Black dolphin; 13.
",,,201513,
PUB 114,Lighted Aids,ENGLAND-EAST COAST,,,,,1546,Harwich Channel Buoy No 1.,"51°55'54""N 
1°26'48""E",1,"Fl.Y.
period 2.5s 
",,,"SPECIAL Y, conical.
",,,201622,
PUB 114,Lighted Aids,ENGLAND-EAST COAST,,,,,1546,RACON,"51°55'54""N 
1°26'48""E",2,"T(- )
",,10,,"(3 & 10cm).
",,201622,
PUB 114,Lighted Aids,ENGLAND-EAST COAST,,,,,1554,S. Galloper Buoy.,"51°43'54""N 
1°56'30""E",1,"Q.(6)+L.Fl.W.
period 15s 
",,,"S. CARDINAL YB, pillar, topmark.
","Whistle. 
",,201516,
PUB 114,Lighted Aids,ENGLAND-EAST COAST,,,,,1554,RACON,"51°43'54""N 
1°56'30""E",2,"T(- )
",,10,,"(3 & 10cm).
",,201516,
PUB 114,Lighted Aids,ENGLAND-EAST COAST,,,,,1556,N. Shipwash Buoy.,"52°01'41.99""N 
1°38'24""E",1,"Q.W.
",,,"N. CARDINAL BY, pillar, topmark; 18.
","Whistle. 
",,201516,
PUB 114,Lighted Aids,ENGLAND-EAST COAST,,,,,1556,RACON,"52°01'41.99""N 
1°38'24""E",2,"M(- - )
",,10,,"(3 & 10cm).
",,201516,
PUB 114,Lighted Aids,ENGLAND-EAST COAST,,,,,1560,Outer Gabbard RACON.,"51°57'48""N 
2°04'18""E",1,"O(- - - )
",,10,,"(3 & 10cm).
",,201515,
PUB 114,Lighted Aids,ENGLAND-EAST COAST,SIZEWELL:,,,,"1568
A2265"," -S. Pipeline, head.","52°12'32.54""N 
1°37'31.06""E",1,"Fl.R.
period 10s 
fl. 1.0s, ec. 9.0s 
","41
13",3,"Column, metal platform; 16.
",,,201622,
PUB 114,Lighted Aids,ENGLAND-EAST COAST,SIZEWELL:,,,,"1572
A2265.20"," -N. Pipeline, head.","52°12'43.43""N 
1°37'46.45""E",1,"Fl.(2)R.
period 7.5s 
fl. 0.3s, ec. 0.7s 
fl. 0.3s, ec. 6.2s 
","41
13",3,"Column, metal platform; 16.
",,,201622,
PUB 114,Lighted Aids,ENGLAND-EAST COAST,SIZEWELL:,,,,"1573
A2265.30", -Cooling water intake.,"52°12'53.9""N 
1°38'01.7""E",1,"Fl.R.
period 5s 
fl. 0.3s, ec. 4.7s 
","16
5",3,"Pile; 16.
",,,201515,
PUB 114,Lighted Aids,ENGLAND-EAST COAST,SIZEWELL:,,,,"1573.1
A2265.35", --Outfall.,"52°12'53.9""N 
1°37'36""E",1,"Fl.R.
period 5s 
fl. 0.3s, ec. 4.7s 
","16
5",3,"Pile; 16.
",,,201515,
PUB 114,Lighted Aids,ENGLAND-EAST COAST,SOUTHWOLD:,,,,"1576
A2273"," -Harbor, N. pier, head.","52°18'47.4""N 
1°40'32.4""E",1,"Fl.G.
period 1.5s 
","13
4",4,"Metal column; 10.
","3 F.R. (vert.) shown when harbor is closed.
",,201516,
PUB 114,Lighted Aids,ENGLAND-EAST COAST,SOUTHWOLD:,,,,"1580
A2273.30", --Knuckle.,"52°18'47.99""N 
1°40'30""E",1,"2 F.G. (vert.)
",,3,,"2 meters apart.
",,201515,
PUB 114,Lighted Aids,ENGLAND-EAST COAST,SOUTHWOLD:,,,,"1584
A2274"," --S. pier, head.","52°18'44.3""N 
1°40'28.6""E",1,"Q.R.
","13
4",3,,,,201515,
PUB 114,Lighted Aids,ENGLAND-EAST COAST,SOUTHWOLD:,,,,"1588
A2272", -Southwold.,"52°19'37.6""N 
1°40'52.9""E",1,"Fl.W.
period 10s 
fl. 0.2s, ec. 9.8s 
","122
37",24,"White round tower; 102.
","Visible 204°-032°30`.  Shown 24 hours.  AIS (MMSI No 992351019).
",,201604,
PUB 114,Lighted Aids,ENGLAND-EAST COAST,LOWESTOFT:,,,,"1600
A2286"," -Outer harbor, N. pier, head.","52°28'18.9""N 
1°45'24.36""E",1,"Oc.G.
period 5s 
fl. 4.0s, ec. 1.0s 
","39
12",8,"White tower, small pavilion; 30.
Floodlit. 
",,,201622,
PUB 114,Lighted Aids,ENGLAND-EAST COAST,LOWESTOFT:,,,,"1604
A2284"," --S. pier, head.","52°28'16.46""N 
1°45'21.72""E",1,"Oc.R.
period 5s 
fl. 4.0s, ec. 1.0s 
","40
12",6,"White tower, small pavilion; 30.
Floodlit. 
","Traffic signals.
Pilot station. 
",,201622,
PUB 114,Lighted Aids,ENGLAND-EAST COAST,LOWESTOFT:,,,,"1608
A2290"," -Inner harbor, N. pier, head.","52°28'18.01""N 
1°45'18""E",1,"2 F.Y. (vert.)
","20
6",1,"Metal column; 13.
",,,200305,
PUB 114,Lighted Aids,ENGLAND-EAST COAST,LOWESTOFT:,,,,"1612
A2288"," --S. pier, head.","52°28'18.01""N 
1°45'18""E",1,"2 F.R. (vert.)
","26
8",1,"Metal column; 13.
","Traffic signals only visible from inside Yacht Basin.  3 F.R. (vert.) indicate vessels may not proceed.  3 F.G.W.G. (vert.) indicate vessels may proceed with instructions.
",,201516,
PUB 114,Lighted Aids,ENGLAND-EAST COAST,LOWESTOFT:,,,,"1614
A2290.80", -Lake Lothing.,"52°28'23.99""N 
1°43'18""E",1,"2 F.R. (vert.)
",,,,,,198001,
PUB 114,Lighted Aids,ENGLAND-EAST COAST,LOWESTOFT:,,,,"1616
A2292"," -Sladdens Pier, new jetty, head.","52°28'18.01""N 
1°45'18""E",1,"2 F.G. (vert.)
",,,,,,200305,
PUB 114,Lighted Aids,ENGLAND-EAST COAST,LOWESTOFT:,,,,"1620
A2280", -Lowestoft.,"52°29'12.59""N 
1°45'21""E",1,"Fl.W.
period 15s 
fl. 0.2s, ec. 14.8s 
","121
37",23,"White tower; 52.
","Partially obscured 347°-019°.  Shown 24 hours.
",,201515,
PUB 114,Lighted Aids,ENGLAND-EAST COAST,GREAT YARMOUTH:, -Gorleston:,,,"1624
A2304"," --S. pier, head.","52°34'19""N 
1°44'16.9""E",1,"Fl.R.
period 3s 
fl. 1.0s, ec. 2.0s 
","36
11",11,"Building.
","Visible 235°-340°.  
",,201515,
PUB 114,Lighted Aids,ENGLAND-EAST COAST,GREAT YARMOUTH:, -Gorleston:,,,"1628
A2308"," --N. pier, near head.","52°34'22.44""N 
1°44'23.04""E",1,"Q.G.
","26
8",6,"Green metal column, ladder; 23.
","Visible 258°-356°.
",,201622,
PUB 114,Lighted Aids,ENGLAND-EAST COAST,GREAT YARMOUTH:,,,,"1640
A2320"," -Wellington Pier, head.","52°35'56.94""N 
1°44'20.26""E",1,"2 F.R. (vert.)
","26
8",3,"Post, shelter; 13.
",,,201622,
PUB 114,Lighted Aids,ENGLAND-EAST COAST,GREAT YARMOUTH:,,,,"1648
A2324"," -Britannia Pier, head.","52°36'29""N 
1°44'26.98""E",1,"2 F.R. (vert.)
","36
11",4,"White metal column; 10.
",,,201513,
PUB 114,Lighted Aids,ENGLAND-EAST COAST,GREAT YARMOUTH:,,,,"1650
A2325", -North Scroby.,"52°40'07.3""N 
1°47'06""E",1,"Fl.(5)Y.
period 20s 
","33
10",5,"Platform.

Secondary structure: Mast; 164.
","On N. and S. side.
",,201928,
PUB 114,Lighted Aids,ENGLAND-EAST COAST,GREAT YARMOUTH:,,,,"1650
A2325",,"52°40'07.3""N 
1°47'06""E",2,"Fl.R.
period 5s 
","164
50",3,,,,201928,
PUB 114,Lighted Aids,ENGLAND-EAST COAST,GREAT YARMOUTH:,,,,"1652
A2318.2", -Marks outfall beacon.,"52°35'06.82""N 
1°44'22.64""E",1,"Fl.R.
period 6s 
","16
5",2,"Red beacon.
",,,201622,
PUB 114,Lighted Aids,ENGLAND-EAST COAST,,,,,1656,Cross Sand Buoy.,"52°36'59.99""N 
1°59'18""E",1,"L.Fl.W.
period 10s 
",,5,"SAFE WATER RW, pillar, topmark.
",,,201515,
PUB 114,Lighted Aids,ENGLAND-EAST COAST,,,,,1656,RACON,"52°36'59.99""N 
1°59'18""E",2,"T(- )
",,10,,"(3 & 10cm).
",,201515,
PUB 114,Lighted Aids,ENGLAND-EAST COAST,,,,,1664,Smiths Knoll Buoy.,"52°43'30""N 
2°18'00""E",1,"Q.(6)+L.Fl.W. 
period 15s 
",,,"S. CARDINAL YB, pillar, topmark.
",,,201515,
PUB 114,Lighted Aids,ENGLAND-EAST COAST,,,,,1664,RACON,"52°43'30""N 
2°18'00""E",2,"T(- )
",,10,,"(3 &10cm).
",,201515,
PUB 114,Lighted Aids,ENGLAND-EAST COAST,,,,,"1668
A2336",Happisburgh.,"52°49'13.3""N 
1°32'13.5""E",1,"Fl.(3)W.
period 30s 
fl. 1.0s, ec. 1.5s 
fl. 1.0s, ec. 1.5s 
fl. 1.0s, ec. 24.0s 
","135
41",14,"White tower, three red bands; 85.
",,,201515,
PUB 114,Lighted Aids,ENGLAND-EAST COAST,,,,,1670,North Haisbro Buoy.,"53°00'12""N 
1°32'24""E",1,"Q.W.
",,,"N. CARDINAL BY, pillar, topmark.
","Bell. 
",,201604,
PUB 114,Lighted Aids,ENGLAND-EAST COAST,,,,,1670,RACON,"53°00'12""N 
1°32'24""E",2,"T(- )
",,10,,"(3 & 10cm).
",,201604,
PUB 114,Lighted Aids,ENGLAND-EAST COAST,,,,,"1676
A2342",Cromer.,"52°55'28.41""N 
1°18'59.4""E",1,"Fl.W.
period 5s 
fl. 0.1s, ec. 4.9s 
","276
84",21,"White octagonal tower; 59.
","Visible 102°-307°.  Shown 24 hours.  AIS (MMSI No 992351015).
",,201515,
PUB 114,Lighted Aids,ENGLAND-EAST COAST,,,,,"1676
A2342",RACON,"52°55'28.41""N 
1°18'59.4""E",2,"O(- - - )
",,25,,"(3 & 10cm).
",,201515,
PUB 114,Lighted Aids,ENGLAND-EAST COAST,,,,,"1680
A2344", -Lifeboat house.,"52°56'00""N 
1°18'12""E",1,"2 F.R. (vert.)
","26
8",5,"Gray and white wooden building; 39. 
",,,198001,
PUB 114,Lighted Aids,ENGLAND-EAST COAST,,,,,1684,Dudgeon RACON.,"53°16'36.01""N 
1°17'00""E",1,"O(- - - )
",,10,,"(3 & 10cm).
",,201515,
PUB 114,Lighted Aids,ENGLAND-EAST COAST,,,,,"1688
A2346",Sheringham.,"52°56'42""N 
1°12'48""E",1,"F.R. 
","39
12",3,"Red post; 7. 
","Fishing, shown until 2030.
",,198001,
PUB 114,Lighted Aids,ENGLAND-EAST COAST,,,,,1692,North Well Buoy.,"53°03'00""N 
0°28'00""E",1,"L.Fl.W.
period 10s 
",,,"SAFE WATER RW, pillar, topmark.
","Whistle. 
",,201516,
PUB 114,Lighted Aids,ENGLAND-EAST COAST,,,,,1692,RACON,"53°03'00""N 
0°28'00""E",2,"T(- )
",,10,,"(3 & 10cm).
",,201516,
PUB 114,Lighted Aids,ENGLAND-EAST COAST,,,,,"1720
A2379","Kings Lynn Approach, Trial Bank Beacon.","52°50'30""N 
0°14'42""E",1,"Fl.(2)W.
period 5s 
","43
13",3,"Mast; 10.
",,,200042,
PUB 114,Lighted Aids,ENGLAND-EAST COAST,HOLBEACH RANGE:,,,,"1724
A2392", -NW. head.,"52°53'00.01""N 
0°06'42""E",1,"Fl.R.
period 5s 
fl. 0.5s, ec. 4.5s 
",,,"Flagstaff.
","F.R. when firing in progress.
Occasional. 
",,201515,
PUB 114,Lighted Aids,ENGLAND-EAST COAST,HOLBEACH RANGE:,,,,"1728
A2394", -SE. head.,"52°51'00""N 
0°10'42""E",1,"Fl.R.
period 5s 
fl. 0.5s, ec. 4.5s 
",,,"Flagstaff.
","Occasional. 
",,200305,
PUB 114,Lighted Aids,ENGLAND-EAST COAST,HOLBEACH RANGE:,,,,"1732
A2390"," -Old South Middle, No 4.","52°55'06.01""N 
0°10'42""E",1,"Fl.Y.
period 10s 
",,,"Beacon, triangular daymark point up.
",,,201622,
PUB 114,Lighted Aids,ENGLAND-EAST COAST,HOLBEACH RANGE:,,,,"1736
A2391", --No 3.,"52°54'54""N 
0°09'54""E",1,"Fl.Y.
period 5s 
",,,"Beacon, triangular daymark point up.
",,,201622,
PUB 114,Lighted Aids,ENGLAND-EAST COAST,WITHAM RIVER ENTRANCE:,,,,"1740
A2398"," -Tabs, head.","52°56'00""N 
0°05'00""E",1,"Q.W.G.
","13
4",1,"White mast, red square daymark; 33.
","W. 091°-251°, G.-058°.  Tide gauge.
Radar Reflector. 
",,201515,
PUB 114,Lighted Aids,ENGLAND-EAST COAST,WITHAM RIVER ENTRANCE:,,,,"1744
A2397"," -Beacon, N. side of entrance, Dollypeg.","52°56'06""N 
0°05'06""E",1,"Q.G.
","13
4",1,"Beacon, black triangular daymark point up.
","Radar Reflector. 
",,201515,
PUB 114,Lighted Aids,ENGLAND-EAST COAST,WITHAM RIVER ENTRANCE:,,,,"1748
A2400"," -New Cut Range, front.","52°55'48""N 
0°04'30""E",1,"F.W.
","16
5",5,"Post; 7.
",,,201515,
PUB 114,Lighted Aids,ENGLAND-EAST COAST,WITHAM RIVER ENTRANCE:,,,,"1752
A2400.10"," --Rear, 90 meters 240^ from front.","52°55'48""N 
0°04'24""E",1,"F.W.
","26
8",5,"Post; 7.
","From Scalp Sand to Boston the river is marked by F.G. and F.R. range lights.
",,201515,
PUB 114,Lighted Aids,ENGLAND-EAST COAST,,,,,"1764
A7560.10",Dowsing Platform B1D.,"53°33'42.01""N 
0°52'42""E",1,"Mo.(U)W.
period 15s 
",,15,"Platform.
","Reserve light range 10M.
Horn: Mo.(U) ev. 30s (bl. 0.7s, si. 1.0s; bl. 0.7s, si. 1.0s; bl. 2.5s, si. 24.1s)
",,201515,
PUB 114,Lighted Aids,ENGLAND-EAST COAST,,,,,"1764
A7560.10",,"53°33'42.01""N 
0°52'42""E",2,"4 Mo.(U)R.
period 15s 
",,2,,"On each corner of platform.
",,201515,
PUB 114,Lighted Aids,ENGLAND-EAST COAST,,,,,"1765
A2352","Race Bank Offshore Wind Farm, meteorological mast.","53°18'47.5""N 
0°44'51.6""E",1,"Mo.(U)W.
period 15s 
","39
12",10,"Yellow mast.
","Horn: Mo.(U) ev. 30s.
Radar Reflector. 
",,201921,
PUB 114,Lighted Aids,ENGLAND-EAST COAST,,,,,"1766
A2421",Ingoldmells Point.,"53°12'45.99""N 
0°25'56.6""E",1,"Fl.Y.
period 5s 
",,5,"Wind turbine; 253.
","Horn: 1 bl. ev. 10s.
Radar Reflector. 
",,201921,
PUB 114,Lighted Aids,ENGLAND-EAST COAST,,,,,"1766
A2421",AVIATION LIGHT.,"53°12'45.99""N 
0°25'56.6""E",2,"F.R.
",,,,"Obstruction.
",,201921,
PUB 114,Lighted Aids,ENGLAND-EAST COAST,,,,,"1766
A2421",AVIATION LIGHT.,"53°12'45.99""N 
0°25'56.6""E",2,"F.R.
",,,,"Obstruction.
",,201921,
PUB 114,Lighted Aids,ENGLAND-EAST COAST,,,,,"1767
A2351.5","Docking Shoal Offshore Wind Farm, meteorological mast.","53°09'28.2""N 
0°38'52.2""E",1,"Mo.(U)W.
period 15s 
","39
12",10,"Yellow mast.
","Horn: Mo.(U) ev. 30s.
Radar Reflector. 
",,201515,
PUB 114,Lighted Aids,ENGLAND-EAST COAST,,,,,"1768
A2578","Inner Well Bank Rough, Huntsea Offshore Wind Farm, meteorological mast.","53°53'09.76""N 
1°59'30""E",1,"Mo.(U)W.
period 15s 
","72
22",15,"Mast; 348.
","Horn: Mo.(U) ev. 30s.
",,201515,
PUB 114,Lighted Aids,ENGLAND-EAST COAST,,,,,"1768
A2578",,"53°53'09.76""N 
1°59'30""E",2,"F.R.
","328
100",,,,,201515,
PUB 114,Lighted Aids,ENGLAND-EAST COAST,,,,,"1769
A7562.50",Anglia Field Platform A 48/19-B.,"53°21'59.99""N 
1°39'12""E",1,"Mo.(U)W.
period 15s 
",,15,"Platform.
","Reserve light range 10M. 
Horn: Mo.(U) ev 30s (bl. 0.7s, si. 1.0s; bl. 0.7s, si. 1.0s; bl. 2.5s, si. 24.1s)
",,201515,
PUB 114,Lighted Aids,ENGLAND-EAST COAST,,,,,"1769
A7562.50",,"53°21'59.99""N 
1°39'12""E",2,"4 Mo.(U)R.
period 15s 
",,2,,"On each corner of platform.
",,201515,
PUB 114,Lighted Aids,ENGLAND-EAST COAST,,,,,"1769
A7562.50",RACON,"53°21'59.99""N 
1°39'12""E",3,"Q(- - • - )
",,15,,"(3 & 10cm).
",,201515,
PUB 114,Lighted Aids,ENGLAND-EAST COAST,,,,,"1771
A7576.97",Markham Field Platform J6-A.,"53°49'00""N 
2°57'00""E",1,"Mo.(U)W.
period 15s 
",,15,"Platform.
",,,201515,
PUB 114,Lighted Aids,ENGLAND-EAST COAST,,,,,"1771
A7576.97",,"53°49'00""N 
2°57'00""E",2,"2 F.R.
",,,,,,201515,
PUB 114,Lighted Aids,ENGLAND-EAST COAST,,,,,"1771
A7576.97",,"53°49'00""N 
2°57'00""E",2,"2 F.R.
",,,,,,201515,
PUB 114,Lighted Aids,ENGLAND-EAST COAST,,,,,"1771
A7576.97",RACON,"53°49'00""N 
2°57'00""E",3,"M(- - )
",,,,"Azimuth coverage 180°-000°.  (3 & 10cm).
",,201515,
PUB 114,Lighted Aids,ENGLAND-EAST COAST,,,,,"1771
A7576.97",RACON,"53°49'00""N 
2°57'00""E",3,"M(- - )
",,,,"Azimuth coverage 180°-000°.  (3 & 10cm).
",,201515,
PUB 114,Lighted Aids,ENGLAND-EAST COAST,,,,,1771.2,Inger Nielson.,"54°30'54.09""N 
2°36'19.9""E",1,"V.Q.(3)
period 5s 
",,,"E. CARDINAL BYB, pillar, topmark.
",,,201516,
PUB 114,Lighted Aids,ENGLAND-EAST COAST,,,,,1771.2,RACON,"54°30'54.09""N 
2°36'19.9""E",2,"D(- • • )
period 30s 
",,10,,,,201516,
PUB 114,Lighted Aids,ENGLAND-RIVER HUMBER APPROACHES,,,,,1771.5,Outer Sand Buoy.,"53°36'24""N 
0°29'36""E",1,"Q.(3)W.
period 10s 
",,,"E. CARDINAL BYB, buoy, topmark.
",,,201622,
PUB 114,Lighted Aids,ENGLAND-RIVER HUMBER APPROACHES,,,,,1771.5,RACON,"53°36'24""N 
0°29'36""E",2,"O(- - - )
period 30s 
",,10,,"(3 and 10cm).
",,201622,
PUB 114,Lighted Aids,ENGLAND-RIVER HUMBER APPROACHES,,,,,1771.7,Humber RACON.,"53°39'04.1""N 
0°19'59.8""E",1,"T(- )
",,7,,"(3 & 10cm).
",,201515,
PUB 114,Lighted Aids,ENGLAND-RIVER HUMBER APPROACHES,,,,,1772,Spurn RACON.,"53°33'30""N 
0°14'18""E",1,"M(- - )
",,5,,"(3 & 10cm).
",,201515,
PUB 114,Lighted Aids,ENGLAND-RIVER HUMBER APPROACHES,,,,,"1780
A2426", -Spurn Point beacon.,"53°34'21.9""N 
0°06'28.5""E",1,"Fl.G.
period 3s 
fl. 0.5s, ec. 2.5s 
","36
11",5,"Metal tripod, green triangular daymark point up.
",,,201515,
PUB 114,Lighted Aids,ENGLAND-RIVER HUMBER APPROACHES,,,,,"1784
A2427.20", -Pilot jetty.,"53°34'40.76""N 
0°06'27.36""E",1,"2 F.G. (vert.)
",,,,"At each end.
",,201513,
PUB 114,Lighted Aids,ENGLAND-RIVER HUMBER APPROACHES,,,,,"1788
A2425",Tetney Buoy SBM.,"53°32'18""N 
0°06'48""E",1,"2 V.Q.Y. (vert.)
",,,"Yellow monobuoy.
","Q.Y. on floating hose extending up to 290 meters from buoy.
",,201515,
PUB 114,Lighted Aids,ENGLAND-RIVER HUMBER APPROACHES,,,,,"1788
A2425",Tetney Buoy SBM.,"53°32'18""N 
0°06'48""E",1,"2 V.Q.Y. (vert.)
",,,"Yellow monobuoy.
","Q.Y. on floating hose extending up to 290 meters from buoy.
Horn: Mo.(A) ev. 60s.
",,201515,
PUB 114,Lighted Aids,ENGLAND-RIVER HUMBER APPROACHES,,,,,1796,HAWKE LIGHTFLOAT.,"53°34'30""N 
0°05'36""E",1,"V.Q.(3)W. 
period 5s 
","16
5",5,"E. CARDINAL BYB, hull with superstructure, topmark.
",,,199149,
PUB 114,Lighted Aids,ENGLAND-RIVER HUMBER APPROACHES,,,,,1806,CLEE NESS NO 4A LIGHTFLOAT.,"53°35'00""N 
0°01'48""E",1,"Fl.(2)R.
period 10s 
",,,"Red hull.
",,,201622,
PUB 114,Lighted Aids,ENGLAND-RIVER HUMBER APPROACHES,,,,,1816,MIDDLE NO 7 LIGHTFLOAT.,"53°35'48.01""N 
0°01'24""W",1,"V.Q.(6)+L.Fl.W.
period 10s 
","16
5",5,"S. CARDINAL YB, topmark.
",,,201622,
PUB 114,Lighted Aids,ENGLAND-RIVER HUMBER APPROACHES,,,,,1820,LOWER BURCOM NO 6 LIGHTFLOAT.,"53°35'24""N 
0°01'36""W",1,"Fl.R.
period 4s 
","16
5",4,"PORT (A) R, name in white on sides.
",,,201622,
PUB 114,Lighted Aids,ENGLAND-RIVER HUMBER APPROACHES,GRIMSBY:,,,,"1824
A2450", -Sewer outfall.,"53°34'52.19""N 
0°03'16.4""W",1,"2 F.R. (vert.)
","16
5",5,"PORT (A) R, pile, dolphin.
","2 meters apart.
",,201515,
PUB 114,Lighted Aids,ENGLAND-RIVER HUMBER APPROACHES,GRIMSBY:,,,,"1828
A2452"," -Fish dock, E. pier.","53°35'01.79""N 
0°03'50.8""W",1,"Iso.R.
period 4s 
","33
10",1,"Brown metal column; 23.
","Sounded when vessels are entering docks.
Horn: 1 bl. ev. 20s (bl. 5.0s, si. 15.0s)
",,201516,
PUB 114,Lighted Aids,ENGLAND-RIVER HUMBER APPROACHES,GRIMSBY:,,,,"1832
A2454"," --Middle pier, head.","53°34'59.9""N 
0°03'57.3""W",1,"Iso.G.
period 4s 
","33
10",8,"Brown wooden mast; 23.
","Traffic Signals 60 meters S.
",,201515,
PUB 114,Lighted Aids,ENGLAND-RIVER HUMBER APPROACHES,GRIMSBY:,,,,"1836
A2456", --W. pier.,"53°35'01.3""N 
0°03'58.3""W",1,"Fl.Y.
period 2.5s 
","33
10",8,"Brown wooden mast; 23.
",,,201515,
PUB 114,Lighted Aids,ENGLAND-RIVER HUMBER APPROACHES,GRIMSBY:,,,,"1840
A2460"," -Royal Dock, E. pier, head.","53°35'04.88""N 
0°04'02.26""W",1,"Fl.(2)R. 
period 6s 
fl. 1.0s, ec. 1.0s 
fl. 1.0s, ec. 3.0s 
","33
10",8,"Dolphin; 23. 
",,,201513,
PUB 114,Lighted Aids,ENGLAND-RIVER HUMBER APPROACHES,GRIMSBY:,,,,"1844
A2472"," --W. pier, head.","53°35'07.6""N 
0°04'02.6""W",1,"Oc.G.
period 2s 
fl. 1.5s, ec. 0.5s 
","23
7",2,"Brown metal column; 23.
","Bell: 1 str. ev. 10s.
",,201516,
PUB 114,Lighted Aids,ENGLAND-RIVER HUMBER APPROACHES,GRIMSBY:,,,,"1848
A2474", --NW. elbow.,"53°35'08.39""N 
0°04'13.16""W",1,"Oc.G.
period 2s 
fl. 1.5s, ec. 0.5s 
","39
12",2,"Brown metal column; 23.
","F.R. lights on chimney 1.2 miles W.
",,201513,
PUB 114,Lighted Aids,ENGLAND-RIVER HUMBER APPROACHES,,,,,"1856
A2479",Outfall pipe.,"53°36'02.3""N 
0°07'31.3""W",1,"2 F.R. (vert.)
","13
4",,"Red dolphin, square daymark.
",,,201515,
PUB 114,Lighted Aids,ENGLAND-RIVER HUMBER APPROACHES,,,,,"1864
A2481","Stallingborough, jetty.","53°37'07.2""N 
0°09'26.2""W",1,"2 F.R. (vert.)
","23
7",,"Metal column; 16.
","2 meters apart.
",,201515,
PUB 114,Lighted Aids,ENGLAND-RIVER HUMBER,,,,,"1868
A2483",Outfall pipe.,"53°37'22.8""N 
0°09'56.5""W",1,"2 F.R. (vert.)
","13
4",,"Red beacon, square daymark.
","2 meters apart.
",,201515,
